cs_run,exp_id,expname,ref_exp_id,ref_expname,pair_method,station_idx,window_start,window_end,phase_rate,process_label,mean_rate_diff,positive_fraction
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Aggregation (ice),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Contact Freezing (ice),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Deposition (ice),-0.00393831152242352,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Immersion Freezing (ice),0.0022111215105328937,1.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Melting (ice),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Riming (ice),-0.0005315306441088666,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Breakup (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Condensation (liq),49651.976699689054,0.9999825769718012
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Drop Collision (liq),0.8651028628839867,1.7423028198952436e-05
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Drop Ins Collision (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Homogeneous Freezing (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Melting (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,1,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Riming (liq),-57.17129091639632,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Aggregation (ice),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Contact Freezing (ice),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Deposition (ice),0.0003030701256290213,0.9698227650218592
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Immersion Freezing (ice),9.430401848481582e-06,0.030177234978140902
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Melting (ice),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Riming (ice),-3.5702384650234584e-06,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Breakup (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Condensation (liq),-48072.149264446736,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Drop Collision (liq),-0.35096056076281457,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Drop Ins Collision (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Homogeneous Freezing (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Melting (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Riming (liq),-4.364157760103472,0.0
cs-eriswil__20260304_110254,3,20260304111020,2,20260304110829,same_shape,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Aggregation (ice),0.0,0.0
cs-eriswil__20260304_110254,3,20260304111020,2,20260304110829,same_shape,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Contact Freezing (ice),0.0,0.0
cs-eriswil__20260304_110254,3,20260304111020,2,20260304110829,same_shape,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Deposition (ice),-0.0001005886117241666,0.0
cs-eriswil__20260304_110254,3,20260304111020,2,20260304110829,same_shape,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Immersion Freezing (ice),-5373.55094530592,0.0
cs-eriswil__20260304_110254,3,20260304111020,2,20260304110829,same_shape,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Melting (ice),0.0,0.0
cs-eriswil__20260304_110254,3,20260304111020,2,20260304110829,same_shape,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Riming (ice),3.0793277786058065e-09,1.0
